,text,transformers_score,textblob_score,family
665,@monotomidae @s_tassell @BloodhoundTrack Not in the back-end (crosses fingers) but your two front-ends will definitely get out of sync. I'd have to make chat-like Websockets to force your two web page views to do dynamic refreshes. Did this with @dimus in a past life on a classification editor &amp; it's like magic!,0.9920439124107361,0.09375,Monotomidae
666,"@monotomidae @dpsSpiders @BloodhoundTrack VeryvMuch appreciate your help @monotomidae, I can finished the sheet I'm on and be very happy for others to do the remainder!! He's certainly done a lot of work",0.9995701313018799,0.6071428571428571,Monotomidae
667,@monotomidae @dpsSpiders @BloodhoundTrack Probably just duplication of effort? Because I download and do them in bulk on the spreadsheet and then upload,-0.9993008971214294,0.0,Monotomidae
668,@monotomidae @dpsSpiders @BloodhoundTrack Also @monotomidae the reason for the phasmids is that rich collects a lot with @t_buckley_nz who works on them,0.9977588653564453,0.375,Monotomidae
669,@monotomidae @dpsSpiders @BloodhoundTrack I'm just in the process of Attributing the rest of rich's speciemens to him.. He just let me make his profile public,-0.9633140563964844,0.1875,Monotomidae
670,"@monotomidae @BloodhoundTrack Oh, there are 26k+ more specimens there for him to claim or be attributed. Looks like @s_tassell has been lending a hand and they're just getting started. Those phasmids look to be 15-ish years old.",-0.9946295619010925,0.3,Monotomidae
671,"@StephenMBaca @Myrmecos @monotomidae @MachtingerLab Stephen,
I'm working on an update to the deer ked range paper that includes new records people have sent me after/due to the first paper. Would you be willing to share more details about your Kansas keds for the paper? I can include you as an author if that helps",-0.6066718697547913,0.28409090909090906,Monotomidae
672,@monotomidae @Allograpta5401 The most relatable version of this meme I've seen so far,-0.9923074245452881,0.3,Monotomidae
673,"@JSaguez @awissa86 @bolminop @tribo_tweets @monotomidae Thank you, but we need them alive so we can either film them (probably not possible this year), or fix them using special methods for CT scanning when we can get back to the lab. Don’t have the appropriate permits. 😢Again thanks for the offer!!!!!!👍",-0.9941262006759644,0.19285714285714287,Monotomidae
674,@Cotesia1 @awissa86 @bolminop @tribo_tweets @monotomidae I will collect click beetles in fields soon. Agriotes and Hypnoidus species... Interested ? How many ?,-0.8847758769989014,0.375,Monotomidae
675,Our multi-disciplinary research group (incl @awissa86 @bolminop @tribo_tweets @monotomidae) studies the clicking mechanism of these interesting beetles (4/4). https://t.co/JGjdIMQVUw,-0.5700321793556213,0.5,Monotomidae
676,@monotomidae @Myrmecos My wife has been known to scrape them off the roadside for me. Must be love,-0.8382312059402466,0.5,Monotomidae
677,First bumblebee queen in my yard! Lovely Bombus impatiens queen @mcelpie caught cause she was working outside &amp; I left my net with her with instructions. #workingfromhome https://t.co/ldQm5eVD2O,-0.9867228269577026,0.1625,Monotomidae
678,@monotomidae For true sonication do you scream loudly while shaking?,-0.9763733744621277,0.22499999999999998,Monotomidae
679,@RTC_Ento @jmedeCCF @MosquitoLab @INHSillinois @monotomidae @Cotesia1 @theHTlab Thanks for sharing your expertise on the identification.,0.987602710723877,0.2,Monotomidae
680,#WorkFromHome lab techniques: manual sonication to clean specimens https://t.co/ZCschBOMmC,-0.9925773739814758,0.3666666666666667,Monotomidae
681,"@jmedeCCF @talkingrootworm @MosquitoLab @INHSillinois @monotomidae @Cotesia1 @theHTlab This is def. Symplecta sp. based on that wavy A2, CCW has 34 species listed but a subset are only known from the west/north
Symplecta cana, pilipes, sweetmani are listed as transcontinental but many species are listed from a single state or a few western states https://t.co/ICXb8LPrgj",-0.9951972961425781,0.04571428571428572,Monotomidae
682,"@Ayisi_99 @INHSillinois @monotomidae @Cotesia1 @theHTlab @MosquitoLab These are so small, it would be so difficult to see them on living flies—as if they would stand still to accommodate my fascination with getting a nice photo of their passengers.",-0.9945548176765442,-0.05000000000000001,Monotomidae
683,@CreepyCrawly11 @MosquitoLab @INHSillinois @monotomidae @Cotesia1 @theHTlab Thanks for the compliment!,0.9868764877319336,0.25,Monotomidae
684,@jmedeCCF @MosquitoLab @INHSillinois @monotomidae @Cotesia1 @theHTlab Thanks for the compliment and the genera information.,0.9927481412887573,0.2,Monotomidae
685,@talkingrootworm @MosquitoLab @INHSillinois @monotomidae @Cotesia1 @theHTlab Maybe @RTC_Ento can confirm which species are recorded from Illinois,-0.9815220236778259,0.0,Monotomidae
686,@talkingrootworm @MosquitoLab @INHSillinois @monotomidae @Cotesia1 @theHTlab Great images Joseph. The craneflies belong to the genus Symplecta (Symplecta),-0.9771244525909424,0.8,Monotomidae
687,@talkingrootworm @INHSillinois @monotomidae @Cotesia1 @theHTlab @MosquitoLab Wow beautiful to see the attached mites.,0.9974572658538818,0.475,Monotomidae
688,@talkingrootworm @MosquitoLab @INHSillinois @monotomidae @Cotesia1 @theHTlab great pictures,0.8413679599761963,0.8,Monotomidae
689,@monotomidae @MosquitoLab @Cotesia1 @theHTlab @INHSillinois Those Ptinidae are also ptiny!,-0.9883711338043213,0.0,Monotomidae
690,"@talkingrootworm @monotomidae @Cotesia1 @theHTlab @INHSillinois I've got &gt; 200 insects in my freezer, a lot of moths and flies, but I'm waiting on a scope I ordered to start the ID process. I am also in southern AL so it's been warms (70-80s) here for at least a month. #BugsOutsideYourDoor",-0.9928191900253296,-0.15,Monotomidae
691,"@monotomidae @MosquitoLab @Cotesia1 @theHTlab @INHSillinois I'm sort of wondering how similar everyone's collection was. I had 11 crane flies, lots of midges and only 4 non-Diptera (3 beetles and 1 damsel bug) out of 32 collected insects. I was surprised w/ the activity at ca. 50F. I wonder if the crane flies were a ""winter"" type?",-0.9904446005821228,0.03333333333333333,Monotomidae
692,@talkingrootworm @monotomidae @MosquitoLab @Cotesia1 @theHTlab @INHSillinois Saturday night looks good so far...60s well into the night,0.9974072575569153,0.7,Monotomidae
693,@PamSmithDTN @talkingrootworm @INHSillinois @monotomidae @Cotesia1 @theHTlab @MosquitoLab Look at you with that arachno-pun! 😄,-0.9699141383171082,0.0,Monotomidae
694,"@talkingrootworm @INHSillinois @monotomidae @Cotesia1 @theHTlab @MosquitoLab ""mitey"" interesting!",0.9902793765068054,0.625,Monotomidae
695,@monotomidae if another one comes in I'll get some. I was more focused on shooing him out of the house before one of my dogs tried to eat him (they....try to eat bees out of the air...),-0.9981138706207275,0.5,Monotomidae
696,@monotomidae @SciBugs Found in MA. I think you are right! He’s been in jar with air holes for a few days and is still Alive. Will it die? Thoughts on feeeing it?,-0.7246597409248352,0.0857142857142857,Monotomidae
697,@nashalselection @kbuea @monotomidae @theognete @NMNH_Entomology I think it's Eupholus chevrolati,-0.9889116883277893,0.0,Monotomidae
698,"@theognete @monotomidae @NMNH_Entomology Ah fantastic thanks! I’d seen that species labelled up with pictures of blue weevils without the spots too, so wasn’t sure! 😃👍",-0.8795731067657471,0.31875,Monotomidae
699,@kbuea @monotomidae @NMNH_Entomology Looks like Eupholus chevrolati.  Check here https://t.co/jsWC0nPKW4,-0.9963641166687012,0.0,Monotomidae
700,Anyone able to help me identify which Eupholus species this is? Purchased as an acrylic block @monotomidae @theognete @NMNH_Entomology https://t.co/OKv5G0TWep,-0.9989219903945923,0.5,Monotomidae
701,@jessica_kegler Think it's a beetle larva but dont know much more than that. Maybe @monotomidae knows,-0.9961420893669128,0.5,Monotomidae
702,@Bertonemyia @monotomidae @BioInFocus @Cotesia1 @talkingrootworm @MosquitoLab The chironomid is hopeless unless it flew to the light holding its larval and pupal skins in its right and left foretarsi,-0.9995681643486023,0.22857142857142856,Monotomidae
703,"@thekeithing @monotomidae @BioInFocus @Cotesia1 @talkingrootworm @MosquitoLab What, you don't know the chironomid genus?! Boooo!!! 🤣🤣🤣",-0.9921154975891113,0.0,Monotomidae
704,"@monotomidae @Bertonemyia @BioInFocus @Cotesia1 @talkingrootworm @MosquitoLab Yes, looks like Scaptomyza sp., Copromyza sp. (at least Copromyzinae), and a chironomid.",-0.9871571660041809,-0.3,Monotomidae
705,@monotomidae @theognete You may want to contact @LordLab_LSU about those Latridiidae. He may be interested.,0.9901469945907593,0.25,Monotomidae
706,"@monotomidae @EntoTranslator @INHSillinois Agree looks like “in drift”. 

Maybe next is perhaps:

[space? Could this be where an ‘e’ should be?] r [space? Capital L?] isa [or ism?]

Makes no sense, sorry",-0.9996915459632874,-0.25,Monotomidae
707,"@ForTheSpiders @monotomidae @Cataranea Yes, a penultimate female Xysticus.",-0.8533037900924683,0.0,Monotomidae
708,@monotomidae @carpophilus Where is the corylophid from?,-0.9971673488616943,0.0,Monotomidae
709,@monotomidae @SarahMackAttack @kenmcelrath K.C. Simons at his home office with a makeshift standing desk! https://t.co/IgdEewRLKy,-0.9967212677001953,0.0,Monotomidae
710,@monotomidae @erotylid Nice! Looks like Carpophilus corticinus from here. Did you see those monos from Bolivia I sent photos of?,-0.5430288910865784,0.75,Monotomidae
711,@monotomidae @SarahMackAttack @kenmcelrath Some of the Skuad back when we were in the office! https://t.co/XV3A1KcBso,-0.9931175112724304,0.0,Monotomidae
712,"@monotomidae @SarahMackAttack @kenmcelrath Carl Sheffield showing off his Skuid hat, home office, and smile! https://t.co/FFtGkLqTPV",-0.9687849283218384,0.375,Monotomidae
713,@monotomidae It’s the genus Ceutorhynchus.   Lots of species.,0.9078589081764221,0.0,Monotomidae
714,"@monotomidae @BioInFocus @Cotesia1 @talkingrootworm @MosquitoLab I'm sure @thekeithing could help. The grayish one might be a drosophilid. The darker one also resembles a sphaerocerid to me too, but I am not quite sure...",-0.9970955848693848,0.5,Monotomidae
715,"@monotomidae @theognete I love Latridiids, but ""breathtaking"" is a bit much 😜",0.9978770017623901,0.5666666666666667,Monotomidae
716,"@monotomidae @BioInFocus @MosquitoLab If you send some closer images of the wing venations I can help a little later with IDs. Also the second one looks like it might be a ""fungus gnat"" Good finds!",-0.9556314945220947,0.171875,Monotomidae
717,@monotomidae Nice find Tommy! I would guess Myopa vesiculosa. Take a look at Camras 1953 Wasmann J of Bio if you want to try keying it yourself. I have the PDF if you want it.,-0.982032299041748,0.75,Monotomidae
718,"@monotomidae @theognete Any idea on the genus/species for the weevil? Had tons of these in litter samples in SW Ohio and was always curious about what they were, but never got around to ID.",-0.9981723427772522,-0.1,Monotomidae
719,@monotomidae I went to River’s Bend Forest Preserve yesterday over in Mahomet and it also was covered in bluebells. Several things buzzing around but I forgot my net! It was a really nice little walk though.,0.7975186705589294,0.103125,Monotomidae
720,@monotomidae @RTC_Ento I would look into Conopidae,-0.967439591884613,0.0,Monotomidae
721,Some adorable weevils for @theognete &amp; the absolutely breathtaking #Latridiidae for ?? b/c no one is working on them 😥 https://t.co/xi4yEVswVo,0.9788626432418823,0.75,Monotomidae
722,And now back to our regularly scheduled #littlebrownbeetle programming: gorgeous #Nitidulidae for @carpophilus &amp; tiny #Corylophidae for @erotylid (giant mite for scale) https://t.co/1bBem4s5xx,-0.9922090172767639,0.13999999999999999,Monotomidae
723,@monotomidae @Bertonemyia @thekeithing @TDikow @RBCMento Gotta start somewhere :),-0.9911742806434631,0.5,Monotomidae
724,@Val_LevesqueB @monotomidae Agreed. Nice find! I haven't seen any conopids out yet.,0.984070897102356,0.75,Monotomidae
725,"@monotomidae @Bertonemyia @thekeithing @TDikow Conopidae, probably a Myopa species. @RBCMento will know better!",-0.9950507879257202,0.625,Monotomidae
726,@monotomidae @Cataranea @JosephTLapp Oooh looks to be Xysticus. Possibly Xysticus fraternus or Xysticus elegans. I catch many of those right next door in Indiana.,-0.8001746535301208,0.19642857142857142,Monotomidae
727,"Okay #flytwitter (#flitter?) what is this funky fly I found on wintercresses yesterday in Homer, IL? Never seen one before. https://t.co/Y05BwmRx0S",-0.744837760925293,0.65,Monotomidae
728,Little midges all in a row (what have I become). #bugsoutsideyourdoor https://t.co/8wOCVHe5OL,-0.9973490834236145,-0.1875,Monotomidae
729,@monotomidae @Bertonemyia @MosquitoLab YESSSSSSSS Welcome to the dark side!,0.9524434208869934,0.30625,Monotomidae
730,"#bugsoutsideyourdoor has got me doing something I swore I’d never do again: mounting, identifying, and being curious about tiny flies [shudders] @BioInFocus @Bertonemyia @MosquitoLab https://t.co/2KzfU0MXGu",-0.7503976225852966,-0.05,Monotomidae
731,@monotomidae You got it! @JosephTLapp can you take it any further from photos?,0.6336904168128967,0.0,Monotomidae
732,@Cotesia1 @monotomidae @talkingrootworm Me too! Glad to know I’m in good company.,0.9995956420898438,0.6,Monotomidae
733,@Cotesia1 @talkingrootworm That’s it for me! Too cold and nothing in the last hour but two midges. Gonna be pointing some midges tomorrow though! https://t.co/dmcgh8PgUt,-0.9821659326553345,-0.3,Monotomidae
734,@monotomidae I’m coping. I miss Papa Del’s though! https://t.co/wIryUjFzcZ,0.8714420199394226,0.0,Monotomidae
735,@monotomidae @talkingrootworm @Cotesia1 Also besides a mosquito and two little flies https://t.co/gsM2fs6jyW,-0.9833089113235474,-0.1875,Monotomidae
736,@monotomidae @talkingrootworm @Cotesia1 https://t.co/qCALt18aT3,-0.9890442490577698,0.0,Monotomidae
737,@Cotesia1 @monotomidae @talkingrootworm I second Diplomatico,-0.9771701693534851,0.0,Monotomidae
738,@monotomidae I had a sheet on my porch in Champaign and got some surprisingly good diversity! I lived over near Clark Park.,0.9997314214706421,0.4875,Monotomidae
739,@monotomidae @Cotesia1 Good idea! It’s time for something to warm me up...Bit ‘o black rum is calling. I’ve caught every little thing from the sheet.,0.5887260437011719,0.28020833333333334,Monotomidae
740,"@Cotesia1 @monotomidae @SkepticalMoth @americanbeetles Though they are not at my sheet, I can see several syrphids resting on plants elsewhere in my yard. Oh, and lots of spiders.",-0.9922211766242981,0.0,Monotomidae
741,@monotomidae @talkingrootworm All of these. (Our empties) But El Dorado is my favorite. Blackwell is cheaper but still good. Diplomatico a bit sweeter. https://t.co/hI1Dxy0KXj,0.9976337552070618,0.6,Monotomidae
742,"@monotomidae @talkingrootworm @SkepticalMoth @americanbeetles It’s wings are up, rather than flat on the sheet. Grey coloring. Just chillin’",-0.9139292240142822,-0.037500000000000006,Monotomidae
743,"@monotomidae @talkingrootworm I’m trying to review a manuscript, so running in and out of the house. (And 1 glass of wine in. Next is a glass of rum)",-0.9983071684837341,0.0,Monotomidae
744,"And I have a moth that wants to be a skipper, or something. (Did I mention that I am really bad at insect ID? And photography?). @monotomidae @talkingrootworm #bugsoutsideyourdoor https://t.co/MgJRCdt50v",-0.9992388486862183,-0.24999999999999992,Monotomidae
745,"@monotomidae @Cotesia1 @talkingrootworm @MosquitoLab Wooo! The black one is giving off a Sphaeroceridae vibe, but the other one I can’t make out unfortunately",-0.993329644203186,-0.2638888888888889,Monotomidae
746,"First beetle of the night is a Cucujoid! Telephanus atricapillus, a silvanid. Feeds on rotting vegetation, and can be very locally abundant. #bugsoutsideyourdoor https://t.co/ucaoM76oyJ",-0.9731928110122681,0.45625,Monotomidae
747,@monotomidae @talkingrootworm I haz midges too.,-0.9900864958763123,0.0,Monotomidae
748,First moth of the night! #bugsoutsideyourdoor https://t.co/EzPrlbtNPQ,-0.996450662612915,0.3125,Monotomidae
749,Ohh @Cataranea we have a very slow moving spider! Crab spider? #bugsoutsideyourdoor https://t.co/4UdYstVFlS,-0.9976287484169006,-0.4875000000000001,Monotomidae
750,@Cotesia1 @talkingrootworm @MosquitoLab Three fly families in the last five minutes! No idea what they are ... except that Chironomid. @BioInFocus help https://t.co/DXcbRtmsni,-0.997932493686676,0.4,Monotomidae
751,@talkingrootworm @Cotesia1 We have a midge! https://t.co/rYUWA2xxEc,-0.9040445685386658,0.0,Monotomidae
752,@monotomidae @talkingrootworm @MosquitoLab @INHSillinois @theHTlab Same. Just tiny flies (incl. 1 mosquito). https://t.co/JYQJRa2jI9,-0.9960246086120605,0.0,Monotomidae
753,@Cotesia1 @theHTlab @monotomidae Come to me my precious ones! Here is my setup. I have one fly already. @theHTlab @monotomidae @Cotesia1 https://t.co/oAAJ22roFH,-0.9949131011962891,0.7125,Monotomidae
754,@theHTlab @monotomidae @talkingrootworm Gimme 1 hour. @theHTlab I finally bought a blacklight for the lab. @monotomidae gave me guidance for a very portable and affordable setup. It might be all I can do this summer to collect click beetles.,-0.7009822726249695,0.1,Monotomidae
755,@monotomidae @Cotesia1 @talkingrootworm I have none of the things. 😭😣,-0.9994466304779053,0.0,Monotomidae
756,@monotomidae @theHTlab @Cotesia1 @talkingrootworm Good luck!,0.9957613348960876,0.875,Monotomidae
757,"#bugsoutsideyourdoor take 2 for the rained out Illinois folks is ready at my place! Despite it being only 5pm, a Coreidae leaf footed bug already landed on the sheet! @theHTlab @Cotesia1 @talkingrootworm you all getting ready? https://t.co/6v181VSoI5",-0.9968186020851135,0.15,Monotomidae
758,@AshWhiffin @monotomidae Happy to have cheered you up :),0.9997748136520386,0.65,Monotomidae
759,"@monotomidae Despite Matts very convincing wee kilt, it is not a Scottish mantis, no. This was taken during fieldwork in Southern Spain last year (Cazorla Natural Park) 🙂",-0.9984093308448792,0.1875,Monotomidae
760,@MattDoogue @monotomidae 😂 this is amazing! Proper made me laugh - thanks pal!,0.9997633695602417,0.325,Monotomidae
761,@monotomidae @AshWhiffin Does now 😂 https://t.co/MA0FNLoFxk,-0.9947963953018188,0.0,Monotomidae
762,@monotomidae @BloodhoundTrack @OSUCatOSU @Illinois_Alma @DenisonU @OhioState Why the surprise?! 🤓,0.5200170278549194,0.0,Monotomidae
763,@monotomidae Sadly no. There are 9 (packed to the gills) cabinets of dragonflies &amp; damselflies @OSUCatOSU &amp; they’re yet to be recurated. Before my time the Ohio Odonata group catalogued the entire collection (county record level) &amp; data are in our database.,-0.9978964328765869,0.125,Monotomidae
764,@monotomidae Looks like a Muscidae or Anthomyiidae to me!,-0.9877028465270996,0.0,Monotomidae
765,"@BioInFocus who is this little cutie? Several recently emerged inside the house, potentially from cat grass and soil. https://t.co/9nk1aI1jvJ",-0.9861055612564087,-0.046875,Monotomidae
766,@monotomidae @Evantomology @rachbehm I think I got 1.,-0.94935542345047,0.0,Monotomidae
767,@monotomidae @JGEntiminae https://t.co/aaelCHlIu7,-0.9828158020973206,0.0,Monotomidae
768,@Cotesia1 @monotomidae @talkingrootworm Boo rain! Hope all you folks get a crack at it sometime this weekend. Nice to be a part of something larger and community-based after so much stress lately,0.9986734390258789,0.125,Monotomidae
769,@MosquitoLab @JGEntiminae May 22nd for my birthday? https://t.co/gY0OU1bv6C,-0.9928613305091858,0.0,Monotomidae
770,@monotomidae @BioInFocus @talkingrootworm When I hung up the sheet around 6pm I disturbed a carpenter bee. Does that count?,-0.9975736737251282,0.0,Monotomidae
771,"@monotomidae @BioInFocus @talkingrootworm I’m game, I mean, what else am I going to do?",-0.993658721446991,-0.35625,Monotomidae
772,"@BioInFocus I’m still jealous. There’s gonna be one big hole in the North American data, Illinois is rained out. (Tomorrow probably too) No insects from @monotomidae @talkingrootworm and others’ yards. Sniff. https://t.co/iXZu6TZa3V",-0.9988746047019958,0.0,Monotomidae
773,"@JGEntiminae @monotomidae Yep, likely same time in May (around the 23rd). Will let everyone know the specific date.",-0.7549073100090027,0.0,Monotomidae
774,@MosquitoLab @monotomidae It also repeats in a month or so... right?,-0.9945728778839111,0.2857142857142857,Monotomidae
775,@monotomidae Tomorrow?,-0.9297947883605957,0.0,Monotomidae
776,"@monotomidae @EntoTranslator @INHSillinois @DenisonU I meant, might you have some sort of light that might reveal. I forget what art historians use.",-0.9853399395942688,0.4,Monotomidae
777,@monotomidae @EntoTranslator @INHSillinois @DenisonU UV light??,-0.9917347431182861,0.4,Monotomidae
778,@monotomidae @EntoTranslator @INHSillinois @DenisonU Can you backlight it?,-0.9895086288452148,0.0,Monotomidae
779,@monotomidae @EntoTranslator @INHSillinois @DenisonU I took his class when I was a junior in high school. Loved him.,0.9984742999076843,0.43,Monotomidae
780,@monotomidae @EntoTranslator @INHSillinois Is that the R Alrutz who taught entomology at @DenisonU ?,-0.9942631125450134,0.0,Monotomidae
781,"Progress update: created a wikidata item for Robert Willard Alrutz, added him to @BloodhoundTrack , found his Odonata collection @OSUCatOSU ! Apparently his career post Army &amp; education @Illinois_Alma was in Ohio @DenisonU - but his Odonate collection went to @OhioState ! https://t.co/2cEhzltJL9",-0.9953996539115906,0.0625,Monotomidae
782,@BloodhoundTrack @INHSillinois @OSUCatOSU It looks like there was a Robert Alrutz @Illinois_Alma in the Entomology Department! https://t.co/pKj3w3b3ue,-0.9910320043563843,0.0,Monotomidae
783,@monotomidae @INHSillinois Willing to bet the dates here are wonky by see also https://t.co/5JAngWlHeE. Maybe @OSUCatOSU has clues.,-0.9412632584571838,-0.024999999999999994,Monotomidae
784,"@monotomidae @INHSillinois For starters, do you know who it was? Here's what have as a search for ""Alrutz"" https://t.co/E2XZJyhWGx. Seems there was a ""Robert W. Alrutz"" who collected frogs now at the Carnegie Museum of Natural History, eg https://t.co/A11w8guIve",-0.9977761507034302,0.1,Monotomidae
785,"I would love to know more about R.W. Alrutz, why they decided to donate their specimens to @INHSillinois , and how much other collecting they did during WWII. https://t.co/p2AlyCp3eA",0.9072736501693726,0.2916666666666667,Monotomidae
786,"Awesome history with these @INHSillinois specimens. They were collected during the Battle of Okinawa in WWII, after V-E day &amp; before the bulk of the fighting was completed on that island. I can imagine R. Alrutz collecting these during their infrequent[?] downtime.
@RealTimeWWII https://t.co/p2AlyCp3eA",0.9526544213294983,1.0,Monotomidae
787,"@EntoTranslator need help with the fifth line below: from a collector named R.W. Alrutz, collected on Okinawa in WWII, so far I have:
""Okinawa
Sta #2
20 May 45
Alrutz
in [something]
Coleop 14""

Maybe ""in drift [something]""? Ground, water beetles inside
from @INHSillinois https://t.co/Vb3Vg7JeAv",-0.997164785861969,0.1,Monotomidae
788,"@monotomidae @MosquitoLab @BioInFocus @JasonACoral @thmithy @Chelse_Prather @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @RTC_Ento @KirkHillier @WildEcology @mlstantial @carpophilus @CarterLab1 If I can't get into my building, there will be no light trapping!",-0.9820790886878967,-0.25,Monotomidae
789,"@Stylopidae @ymilesz @derekhennen @monotomidae Could do the same analysis on an unpruined tree but that would be significantly more computationally expensive I suspect, and the end result would (should?) be the same pattern of character/trait evolution",-0.9991102814674377,0.0,Monotomidae
790,"@BioInFocus @ymilesz @derekhennen @monotomidae Okay, yeah. I thought grafting and pruning were where they just kind of slapped one branch onto another tree and called it a day.

BUT...I also learned about that more than a decade ago now.",-0.9962629079818726,0.5333333333333333,Monotomidae
791,"@Stylopidae @ymilesz @derekhennen @monotomidae Without reading the whole citation thread about how the grafting was done (and assuming it was done competently which it probably was), then pruining shouldn't be too much of an issue, just simplifying a tree to minimal components relative to the question they want to answer",-0.9965445399284363,0.15999999999999998,Monotomidae
792,"@Stylopidae @ymilesz @derekhennen @monotomidae OK, so just actually read the paper rather than assuming I knew what you're talking about, I'm totally basing my answer off the wrong type of pruning/grafting lol",-0.9989587664604187,0.16,Monotomidae
793,"@Stylopidae @ymilesz @derekhennen @monotomidae They shouldn't actually be resampling characters in this instance, just drawing new random trees and testing them using the characters to see how long or short the new tree is compared to the best tree already found. Then iterate from there until you're happy",-0.9879835844039917,0.1903409090909091,Monotomidae
794,"@ymilesz @Stylopidae @derekhennen @monotomidae Same re: the code, but yes, pruining &amp; grafting is a common &amp; established method to explore more tree options faster and avoid getting stuck in local suboptimal tree spaces.",0.985305905342102,0.05,Monotomidae
795,"@ymilesz @derekhennen @BioInFocus @monotomidae How do the R programs which do this work?

My main concern/curiosity is taking trees which have different amounts of sampling/different characters and not incorporating them into the analysis.",-0.9992027282714844,0.08333333333333333,Monotomidae
796,"@Stylopidae @derekhennen @BioInFocus @monotomidae I am not familiar with the particular R script they've used, but pruning and grafting taxa from phylogenetic tree is pretty common (like using ape in R).",-0.8063884377479553,-0.017708333333333333,Monotomidae
797,"Hey, @derekhennen, @BioInFocus, @monotomidae, @ymilesz...I've got a question about phylogenetics.

It seems, to me, like pruning and grafting a tree like they did in this paper would be really super sketchy.

Is my understanding correct?

https://t.co/Ep0I3OBPvm",-0.9971367716789246,0.3333333333333333,Monotomidae
798,"@monotomidae @JasonACoral @mlstantial @MosquitoLab @BioInFocus @thmithy @Chelse_Prather @talkingrootworm @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @KirkHillier @WildEcology I was really hesitant to buy something kinky just for quarantine but seems there is some work to suggest that while they might not work as well as Mercury Vapor, for the price and convenience it may be an acceptable tradeoff https://t.co/TWxc46SZ82",-0.9936357736587524,0.2,Monotomidae
799,@monotomidae @JasonACoral @mlstantial @MosquitoLab @BioInFocus @thmithy @Chelse_Prather @talkingrootworm @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @KirkHillier @WildEcology It seems like a crapshoot as to quality but I threw the dice on these and they have worked pretty well https://t.co/Pfvy0QWD8h,-0.9073746800422668,0.25,Monotomidae
800,"@MosquitoLab @RTC_Ento @mlstantial @BioInFocus @thmithy @Chelse_Prather @talkingrootworm @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @KirkHillier @WildEcology @monotomidae Now that I think about it, I think I have a tube UV light from back in my college days. I'll have to dig through some boxes, but I'm almost certain I didn't get rid of it.",-0.9951322674751282,0.20476190476190478,Monotomidae
801,@JasonACoral @RTC_Ento @mlstantial @BioInFocus @thmithy @Chelse_Prather @talkingrootworm @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @KirkHillier @WildEcology @monotomidae Our Wal-Mart had UV bulbs in stock if someone had to go there anyway.,-0.9953652620315552,0.0,Monotomidae
802,@RTC_Ento @JasonACoral @mlstantial @MosquitoLab @BioInFocus @thmithy @Chelse_Prather @talkingrootworm @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @KirkHillier @WildEcology Curious what lamps you are ordering/have ordered? Share with the class! https://t.co/OKqZBcEzZn,-0.9807751178741455,-0.125,Monotomidae
803,@JasonACoral @mlstantial @MosquitoLab @BioInFocus @thmithy @Chelse_Prather @talkingrootworm @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @KirkHillier @WildEcology @monotomidae I think that is a blanket statement and then they do their best. Some things of mine have been held back but others said a week+ and came next day?,-0.9147219657897949,0.3333333333333333,Monotomidae
804,"@RTC_Ento @mlstantial @MosquitoLab @BioInFocus @thmithy @Chelse_Prather @talkingrootworm @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @KirkHillier @WildEcology @monotomidae Ah nice, I have no clue what counts as 'essential' and not with Amazon, so I've just kinda assumed all this things I want are going to be delayed haha. https://t.co/EsCrZJCxSr",-0.9979716539382935,0.26666666666666666,Monotomidae
805,"@JasonACoral @mlstantial @MosquitoLab @BioInFocus @thmithy @Chelse_Prather @talkingrootworm @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @KirkHillier @WildEcology @monotomidae Saturday looks better though, fingers crossed! Btw Amazon has...acceptable UV lamps on 2-day shipping rn",-0.9715823531150818,0.625,Monotomidae
806,@JasonACoral @mlstantial @MosquitoLab @BioInFocus @thmithy @Chelse_Prather @talkingrootworm @drdavecoyle @DanPeach3 @EntoSpring @LMDiepenbrock @KeithPiccard @AutumnAngelus @ANatureGal @Entemnein @Cdozo @KirkHillier @WildEcology @monotomidae I have lamps but low is 40 and rain here on Friday 😞,-0.9754593372344971,0.0,Monotomidae
