,Unnamed: 0,Unnamed: 0.1,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,commonName,num_google_scholar_results,num_cited_by_in_first_20_results,num_common_name_google_search_results,num_scientific_name_google_search_results,absolute_frequency_of_scientific_name_in_books,num_books_containing_scientific_name,absolute_frequency_of_common_name_in_books,num_books_containing_common_name
3068,3068,3068,10917693,44542,Omiodes asaphombra,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,CRAMBIDAE,Omiodes,asaphombra,,,,"Meyrick, 1899",Data Deficient,,3.1,Unknown,Global,'Ohe Hedyleptan Moth,6,34,231.0,767,0,0,0,0
3069,3069,3069,10917790,44543,Omiodes continuatalis,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,CRAMBIDAE,Omiodes,continuatalis,,,,"Wallengren, 1860",Data Deficient,,3.1,,Global,,37,73,,724,0,0,0,0
3070,3070,3070,10917885,44544,Omiodes epicentra,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,CRAMBIDAE,Omiodes,epicentra,,,,"Meyrick, 1899",Data Deficient,,3.1,Unknown,Global,Oahu Swamp Hedyleptan Moth,0,0,191.0,338,0,0,0,0
3071,3071,3071,10917982,44545,Omiodes euryprora,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,CRAMBIDAE,Omiodes,euryprora,,,,"Meyrick, 1899",Data Deficient,,3.1,Unknown,Global,Ola'a Banana Hedyleptan Moth,1,6,80.0,333,0,0,0,0
3072,3072,3072,10918078,44546,Omiodes fullawayi,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,CRAMBIDAE,Omiodes,fullawayi,,,,"Swezey, 1913",Data Deficient,,3.1,Unknown,Global,Fullaway's Banana Hedyleptan Moth,1,2,148.0,405,0,0,0,0
3073,3073,3073,10918174,44547,Omiodes laysanensis,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,CRAMBIDAE,Omiodes,laysanensis,,,,"Meyrick, 1914",Data Deficient,,3.1,Unknown,Global,Laysan Hedyleptan Moth,4,117,272.0,276,0,0,0,0
3074,3074,3074,10918270,44548,Omiodes meyricki,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,CRAMBIDAE,Omiodes,meyricki,,,,"Swezey, 1907",Data Deficient,,3.1,Unknown,Global,Moloka’i Sedge Leafroller Moth,5,51,1.0,318,0,0,0,0
3075,3075,3075,10918366,44549,Omiodes musicola,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,CRAMBIDAE,Omiodes,musicola,,,,"Swezey, 1909",Data Deficient,,3.1,Unknown,Global,Maui Banana Hedyleptan Moth,2,12,217.0,303,0,0,0,0
3076,3076,3076,10918462,44550,Omiodes telegrapha,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,CRAMBIDAE,Omiodes,telegrapha,,,,"Meyrick, 1899",Data Deficient,,3.1,Unknown,Global,Telegraphic Hedyleptan Moth,2,10,126.0,320,0,0,0,0
3077,3077,3077,11090163,4710,Chloealtis aspasma,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,ACRIDIDAE,Chloealtis,aspasma,,,,"Rehn &amp; Hebard, 1919",Vulnerable,B1+2bd,2.3,,Global,,14,63,,770,0,0,0,0
3078,3078,3078,11090278,4726,Chlorogomphus iriomotensis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CHLOROGOMPHIDAE,Chlorogomphus,iriomotensis,,,,"Ishida, 1972",Least Concern,,3.1,Stable,Global,Iriomote-minami-yanma,4,104,1.0,616,0,0,0,0
3079,3079,3079,11090478,4727,Chlorogomphus okinawensis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CHLOROGOMPHIDAE,Chlorogomphus,okinawensis,,,,"Ishida, 1964",Endangered,B1+2c,2.3,,Global,Okinawa-minami-yanma,4,81,1.0,680,0,0,0,0
3080,3080,3080,11090775,4730,Chlorolestes draconicus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,SYNLESTIDAE,Chlorolestes,draconicus,,,,"Balinsky, 1956",Least Concern,,3.1,Stable,"Global, Pan-Africa & S. Africa FW",Drakensberg Malachite,16,550,1030.0,1350,0,0,0,0
3081,3081,3081,11098387,4825,Chrysoritis cotrelli,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Chrysoritis,cotrelli,,,,"(Dickson, 1975)",Critically Endangered,B1+2c,2.3,,Global,Cotrell's Daisy Copper,3,82,98.0,486,0,0,0,0
3082,3082,3082,11098492,4826,Chrysoritis oreas,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,LYCAENIDAE,Chrysoritis,oreas,,,,"(Trimen, 1891)",Lower Risk/near threatened,,2.3,,Global,Drakensberg Madeliefkopervlerkie,12,263,5.0,1410,0,0,0,0
3083,3083,3083,11102700,4961,Clavicoccus erinaceus,ANIMALIA,ARTHROPODA,HEMIPTERA,INSECTA,PSEUDOCOCCIDAE,Clavicoccus,erinaceus,,,,"Ferris, 1948",Extinct,,2.3,,Global,,9,269,,871,0,0,0,0
3084,3084,3084,11112315,5078,Coelus globosus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,TENEBRIONIDAE,Coelus,globosus,,,,"Leconte, 1852",Vulnerable,A1c,2.3,,Global,,35,100,,6190,0,0,0,0
3085,3085,3085,11112419,5079,Coelus gracilis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,TENEBRIONIDAE,Coelus,gracilis,,,,"Blaisdell, 1939",Vulnerable,"A1c, D2",2.3,,Global,,9,64,,1180,0,0,0,0
3086,3086,3086,11113215,5081,Coenagrion mercuriale,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Coenagrion,mercuriale,,,,"(Charpentier, 1840)",Near Threatened,,3.1,Decreasing,Global,Southern Damselfly,1770,690,13600.0,68000,0,0,0,0
3087,3087,3087,11114955,5100,Coenonympha oedippus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,NYMPHALIDAE,Coenonympha,oedippus,,,,"(Fabricius, 1787)",Lower Risk/near threatened,,2.3,,Global,False Ringlet,663,217,2950.0,21800,0,0,0,0
3088,3088,3088,11115175,5111,Coleophora leucochrysella,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,COLEOPHORIDAE,Coleophora,leucochrysella,,,,"Clemens, 1863",Extinct,,2.3,,Global,,9,260,,1530,0,0,0,0
3089,3089,3089,11118449,5152,Colophon primosi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,primosi,,,,"Barnard, 1929",Critically Endangered,B1+2e,2.3,,Global,,9,73,,1800,0,0,0,0
3090,3090,3090,11118480,5153,Colophon cassoni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,cassoni,,,,"Barnard, 1931 (1932)",Critically Endangered,B1+2e,2.3,,Global,,3,2,,862,0,0,0,0
3091,3091,3091,11118511,5154,Colophon montisatris,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,montisatris,,,,"Endrödy-Younga, 1988",Critically Endangered,B1+2e,2.3,,Global,,5,53,,905,0,0,0,0
3092,3092,3092,11118542,5155,Colophon berrisfordi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,berrisfordi,,,,"Barnard, 1931 (1932)",Critically Endangered,B1+2e,2.3,,Global,,3,2,,813,0,0,0,0
3093,3093,3093,11118573,5156,Colophon thunbergi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,thunbergi,,,,"Barnard, 1932",Endangered,B1+2e,2.3,,Global,,8,35,,888,0,0,0,0
3094,3094,3094,11118604,5157,Colophon whitei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,whitei,,,,"Barnard, 1931 (1932)",Endangered,B1+2e,2.3,,Global,,6,7,,942,0,0,0,0
3095,3095,3095,11118635,5158,Colophon haughtoni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,haughtoni,,,,"Barnard, 1931 (1932)",Endangered,B1+2e,2.3,,Global,,20,809,,1160,0,0,0,0
3096,3096,3096,11118666,5159,Colophon barnardi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,barnardi,,,,"Endrödy-Younga, 1988",Endangered,B1+2e,2.3,,Global,,5,63,,990,0,0,0,0
3097,3097,3097,11118697,5160,Colophon eastmani,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,eastmani,,,,"Barnard, 1931 (1932)",Endangered,B1+2e,2.3,,Global,,5,28,,929,0,0,0,0
3098,3098,3098,11118728,5161,Colophon westwoodi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,westwoodi,,,,"Barnard, 1931 (1932)",Vulnerable,B1+2e,2.3,,Global,,26,320,,1270,0,0,0,0
3099,3099,3099,11118759,5162,Colophon neli,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,neli,,,,"Barnard, 1931 (1932)",Vulnerable,B1+2e,2.3,,Global,,9,37,,1110,0,0,0,0
3100,3100,3100,11118790,5163,Colophon cameroni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,cameroni,,,,"Barnard, 1929",Vulnerable,B1+2e,2.3,,Global,,11,52,,833,0,0,0,0
3101,3101,3101,11118821,5164,Colophon stokoei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,stokoei,,,,"Barnard, 1929",Vulnerable,B1+2e,2.3,,Global,,9,63,,831,0,0,0,0
3102,3102,3102,11118852,5165,Colophon izardi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,LUCANIDAE,Colophon,izardi,,,,"Barnard, 1929",Lower Risk/near threatened,,2.3,,Global,,7,90,,1410,0,0,0,0
3103,3103,3103,11119454,5222,Trithemis longistyla,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Trithemis,longistyla,,,,"(Fraser, 1953)",Least Concern,,3.1,Unknown,"Global, Central Africa & Pan-Africa",,1,0,,229,0,0,0,0
3104,3104,3104,11121303,5261,Conozoa hyalina,ANIMALIA,ARTHROPODA,ORTHOPTERA,INSECTA,ACRIDIDAE,Conozoa,hyalina,,,,"(McNeil, 1901)",Extinct,,2.3,,Global,Central Valley Grasshopper,5,354,2700.0,647,0,0,0,0
3105,3105,3105,11122092,5330,Cordulegaster mzymtae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CORDULEGASTRIDAE,Cordulegaster,mzymtae,,,,"Bartenev, 1929",Least Concern,,3.1,Increasing,Global,,30,219,,801,0,0,0,0
3106,3106,3106,11248789,5510,Crematogaster atilanica,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,FORMICIDAE,Crematogaster,atilanica,,,,"Wheeler, 1936",Vulnerable,D2,2.3,,Global,,0,0,,284,0,0,0,0
3107,3107,3107,11921415,5935,Cucujus cinnaberinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,CUCUJIDAE,Cucujus,cinnaberinus,,,,"(Scopoli, 1763)",Near Threatened,,3.1,Increasing,Global & Europe,,868,273,,40500,0,0,0,0
3108,3108,3108,11971660,59693,Aethiothemis basilewskyi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Aethiothemis,basilewskyi,,,,"Fraser, 1954",Least Concern,,3.1,Unknown,"Global, Central Africa & Pan-Africa",,6,49,,466,0,0,0,0
3109,3109,3109,11972735,59696,Anisogomphus solitaris,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Anisogomphus,solitaris,,,,"Lieftinck, 1971",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,6,198,,1020,0,0,0,0
3110,3110,3110,11972996,59697,Atoconeura aethiopica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Atoconeura,aethiopica,,,,"Kimmins, 1958",Vulnerable,A2c; B1ab(iii),3.1,Decreasing,"Global, Northeastern Africa & Pan-Africa",,6,40,,510,0,0,0,0
3111,3111,3111,11973336,59698,Austrogomphus atratus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Austrogomphus,atratus,,,,"Watson, 1991",Data Deficient,,3.1,Unknown,Global,,2,0,,192,0,0,0,0
3112,3112,3112,11977954,59760,Elattoneura flavifacies,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Elattoneura,flavifacies,,,,"(Pinhey, 1981)",Data Deficient,,3.1,Unknown,Global & Pan-Africa,,2,195,,16,0,0,0,0
3113,3113,3113,11978419,59761,Progomphus serenus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Progomphus,serenus,,,,"Hagen in Selys, 1878",Data Deficient,,3.1,Unknown,Global,,15,269,,427,0,0,0,0
3114,3114,3114,11978497,59700,Ceriagrion georgifreyi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Ceriagrion,georgifreyi,,,,"Schmidt, 1953",Vulnerable,A3c,3.1,Decreasing,Global & Mediterranean,Turkish Red Damsel,40,407,768.0,1650,0,0,0,0
3115,3115,3115,11979399,59762,Progomphus tennesseni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Progomphus,tennesseni,,,,"Daigle, 1996",Endangered,B1ab(iii),3.1,Unknown,Global,,5,26,,498,0,0,0,0
3116,3116,3116,11979469,59702,Coenagrion australocaspicum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Coenagrion,australocaspicum,,,,"Dumont &amp; Heidari, 1995",Data Deficient,,3.1,Unknown,Global,,34,318,,637,0,0,0,0
3117,3117,3117,11979541,59764,Protoneura capillaris,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Protoneura,capillaris,,,,"(Rambur, 1842)",Data Deficient,,3.1,Unknown,Global,,59,165,,991,0,0,0,0
3118,3118,3118,11979748,59703,Coenagrion persicum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Coenagrion,persicum,,,,Lohmann 1993,Data Deficient,,3.1,Unknown,Global,,14,403,,800,0,0,0,0
3119,3119,3119,11979824,59765,Protoneura sanguinipes,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Protoneura,sanguinipes,,,,"Westfall, 1987",Least Concern,,3.1,Unknown,Global,,14,225,,414,0,0,0,0
3120,3120,3120,11980039,59704,Coenagrion vanbrinkae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Coenagrion,vanbrinkae,,,,"Lohmann, 1993",Data Deficient,,3.1,Decreasing,Global,,30,289,,1170,0,0,0,0
3121,3121,3121,11980617,59705,Trithemis apicalis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Trithemis,apicalis,,,,"(Fraser, 1954)",Least Concern,,3.1,Unknown,"Global, Central Africa & Pan-Africa",,6,4,,261,0,0,0,0
3122,3122,3122,11981086,59777,Pseudagrion superbum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Pseudagrion,superbum,,,,"Fraser, 1956",Least Concern,,3.1,Unknown,"Global, Central Africa & Pan-Africa",,10,259,,288,0,0,0,0
3123,3123,3123,11981390,59706,Cordulegaster helladica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CORDULEGASTRIDAE,Cordulegaster,helladica,,,,"Lohmann, 1993",Endangered,"A2c+3c; B2ab(i,ii,iii,iv,v)",3.1,Decreasing,"Global, Europe & Mediterranean",Greek Goldenring,30,195,623.0,1990,0,0,0,0
3124,3124,3124,11981636,59778,Tetrathemis yerburii,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Tetrathemis,yerburii,,,,"Kirby, 1894",Endangered,B2ab(iii),3.1,Unknown,Global,,7,22,,852,0,0,0,0
3125,3125,3125,11983223,59708,Cordulegaster trinacriae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CORDULEGASTRIDAE,Cordulegaster,trinacriae,,,,"Waterston, 1976",Near Threatened,,3.1,Decreasing,"Global, Europe & Mediterranean",Italian Goldenring,64,365,674.0,6740,0,0,0,0
3126,3126,3126,11984778,59709,Cordulegaster vanbrinkae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,CORDULEGASTRIDAE,Cordulegaster,vanbrinkae,,,,"Lohmann, 1993",Data Deficient,,3.1,Unknown,Global,,21,69,,1010,0,0,0,0
3127,3127,3127,11985947,59710,Crenigomphus abyssinicus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Crenigomphus,abyssinicus,,,,"(Selys, 1878)",Vulnerable,B1ab(iii),3.1,Unknown,"Global, Northeastern Africa & Pan-Africa",,5,227,,525,0,0,0,0
3128,3128,3128,11987071,59711,Crenigomphus denticulatus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Crenigomphus,denticulatus,,,,"Selys, 1892",Vulnerable,B1ab(iii),3.1,Unknown,"Global, Northeastern Africa & Pan-Africa",,5,252,,592,0,0,0,0
3129,3129,3129,11988007,59712,Diceratobasis macrogaster,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Diceratobasis,macrogaster,,,,"(Selys in Sagra, 1857)",Data Deficient,,3.1,Unknown,Global,,32,582,,1010,0,0,0,0
3130,3130,3130,11990541,59713,Diceratobasis melanogaster,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Diceratobasis,melanogaster,,,,"Garrison, 1986",Data Deficient,,3.1,Unknown,Global,,18,359,,571,0,0,0,0
3131,3131,3131,11992000,59714,Dicterias atrosanguinea,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,DICTERIADIDAE,Dicterias,atrosanguinea,,,,"Selys, 1853",Data Deficient,,3.1,Unknown,Global,,41,682,,1130,0,0,0,0
3132,3132,3132,11993042,59715,Elattoneura pasquinii,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Elattoneura,pasquinii,,,,"Consiglio, 1978",Vulnerable,B1ab(iii),3.1,Unknown,"Global, Northeastern Africa & Pan-Africa",,8,246,,732,0,0,0,0
3133,3133,3133,11995316,59717,Erythrodiplax bromeliicola,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Erythrodiplax,bromeliicola,,,,"Westfall in Needham, Westfall &amp; May, 2000",Data Deficient,,3.1,Unknown,Global,,12,51,,717,0,0,0,0
3134,3134,3134,11995514,59790,Aethiothemis bequaerti,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Aethiothemis,bequaerti,,,,"Ris, 1919",Least Concern,,3.1,Unknown,Global & Pan-Africa,,12,50,,628,0,0,0,0
3135,3135,3135,11996798,59791,Aethiothemis palustris,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Aethiothemis,palustris,,,,"Martin, 1912",Least Concern,,3.1,Unknown,Global & Pan-Africa,,4,19,,896,0,0,0,0
3136,3136,3136,11997702,59719,Gomphus kinzelbachi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Gomphus,kinzelbachi,,,,"Schneider, 1984",Data Deficient,,3.1,Unknown,Global,,27,283,,913,0,0,0,0
3137,3137,3137,12001837,59721,Ceylonosticta adami,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Ceylonosticta,adami,,,,"Fraser, 1933",Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global,,3,195,,154,0,0,0,0
3138,3138,3138,12003238,59722,Ceylonosticta austeni,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Ceylonosticta,austeni,,,,"(Lieftinck, 1940)",Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global,,3,195,,124,0,0,0,0
3139,3139,3139,12004086,59723,Ceylonosticta hilaris,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Ceylonosticta,hilaris,,,,"(Hagen, 1860)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,Merry Shadowdamsel,6,198,160.0,167,0,0,0,0
3140,3140,3140,12005334,59724,Ceylonosticta montana,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Ceylonosticta,montana,,,,"(Hagen, 1860)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,3,196,,141,0,0,0,0
3141,3141,3141,12007047,59725,Ceylonosticta submontana,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Ceylonosticta,submontana,,,,"Fraser, 1933",Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global,,4,195,,202,0,0,0,0
3142,3142,3142,12008157,59726,Elattoneura leucostigma,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYCNEMIDIDAE,Elattoneura,leucostigma,,,,"(Fraser, 1933)",Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global,Smoky-winged Threadtail,10,245,236.0,698,0,0,0,0
3143,3143,3143,12008538,59728,Gomphus graslinii,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Gomphus,graslinii,,,,"Rambur, 1842",Near Threatened,,3.1,Decreasing,Global & Europe,Pronged Clubtail,252,80,1340.0,19800,0,0,0,0
3144,3144,3144,12008952,59729,Heliogomphus ceylonicus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Heliogomphus,ceylonicus,,,,"(Hagen, 1878)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,6,56,,553,0,0,0,0
3145,3145,3145,12009207,59730,Heliogomphus lyratus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Heliogomphus,lyratus,,,,"Fraser, 1933",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,17,226,,797,0,0,0,0
3146,3146,3146,12009297,59731,Heliogomphus nietneri,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Heliogomphus,nietneri,,,,"(Hagen, 1878)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,11,349,,779,0,0,0,0
3147,3147,3147,12009387,59732,Hylaeonympha magoi,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Hylaeonympha,magoi,,,,"Rácenis, 1968",Data Deficient,,3.1,Unknown,Global,,7,293,,467,0,0,0,0
3148,3148,3148,12009448,59733,Junix elumbis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Junix,elumbis,,,,"Rácenis, 1968",Data Deficient,,3.1,Unknown,Global,,8,338,,487,0,0,0,0
3149,3149,3149,12010217,59737,Lestes numidicus,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LESTIDAE,Lestes,numidicus,,,,"Samraoui, Weekers &amp; Dumont, 2003",Data Deficient,,3.1,Unknown,"Global, Mediterranean, Northern Africa & Pan-Africa",Algerian Spreadwing,27,569,16.0,825,0,0,0,0
3150,3150,3150,12010441,59738,Macromia flinti,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,MACROMIIDAE,Macromia,flinti,,,,"Lieftinck, 1977",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,6,32,,1060,0,0,0,0
3151,3151,3151,12011180,59743,Hypolestes clara,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,HYPOLESTIDAE,Hypolestes,clara,,,,"(Calvert, 1891)",Endangered,B2ab(iii),3.1,Unknown,Global,,27,383,,1110,0,0,0,0
3152,3152,3152,12011472,59744,Hypolestes trinitatis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,HYPOLESTIDAE,Hypolestes,trinitatis,,,,"(Gundlach, 1888)",Vulnerable,B1ab(iii),3.1,Unknown,Global,,55,98,,755,0,0,0,0
3153,3153,3153,12011586,59745,Neoneura carnatica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Neoneura,carnatica,,,,"Selys, 1886",Data Deficient,,3.1,Unknown,Global,,22,347,,572,0,0,0,0
3154,3154,3154,12011793,59746,Neoneura maria,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,COENAGRIONIDAE,Neoneura,maria,,,,"(Scudder, 1866)",Data Deficient,,3.1,Unknown,Global,,39,275,,1300,0,0,0,0
3155,3155,3155,12011864,59747,Neopetalia punctata,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,NEOPETALIIDAE,Neopetalia,punctata,,,,"(Hagen in Selys, 1854)",Data Deficient,,3.1,Unknown,Global,,60,749,,2150,0,0,0,0
3156,3156,3156,12012339,59751,Nothodiplax dendrophila,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,LIBELLULIDAE,Nothodiplax,dendrophila,,,,"Belle, 1984",Data Deficient,,3.1,Unknown,Global,,9,157,,594,0,0,0,0
3157,3157,3157,12012403,59752,Onychogomphus kitchingmani,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Onychogomphus,kitchingmani,,,,"Pinhey, 1964",Data Deficient,,3.1,Unknown,"Global, Pan-Africa & S. Africa FW",,6,236,,559,0,0,0,0
3158,3158,3158,12012673,59753,Paragomphus cataractae,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Paragomphus,cataractae,,,,"Pinhey, 1963",Near Threatened,,3.1,Unknown,"Global, Pan-Africa & S. Africa FW",,21,385,,657,0,0,0,0
3159,3159,3159,12013029,59754,Paragomphus zambeziensis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,GOMPHIDAE,Paragomphus,zambeziensis,,,,"Pinhey, 1961",Data Deficient,,3.1,Stable,"Global, Pan-Africa & S. Africa FW",,4,32,,404,0,0,0,0
3160,3160,3160,12014533,59756,Phyllopetalia altarensis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AUSTROPETALIIDAE,Phyllopetalia,altarensis,,,,"(Carle, 1996)",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,10,514,,648,0,0,0,0
3161,3161,3161,12014626,59757,Phyllopetalia excrescens,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AUSTROPETALIIDAE,Phyllopetalia,excrescens,,,,"(Carle, 1996)",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global,,7,512,,568,0,0,0,0
3162,3162,3162,12014715,59758,Phyllopetalia pudu,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AUSTROPETALIIDAE,Phyllopetalia,pudu,,,,"(Dunkle, 1985)",Least Concern,,3.1,Unknown,Global,,18,649,,833,0,0,0,0
3163,3163,3163,12014989,59759,Phyllopetalia stictica,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,AUSTROPETALIIDAE,Phyllopetalia,stictica,,,,"Hagen in Selys, 1858",Data Deficient,,3.1,Unknown,Global,,21,734,,972,0,0,0,0
